Issue ID,Description,State,Severity,Story Points,Project Path,Location Kind,Path,Line,Column,Incident ID,Help Link,Assembly Name,Assembly Version,Assembly Public Key,Snippet
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,PluginsUI\PluginsUI.csproj,File,PluginsUI\obj\Release\net8.0-windows\App.g.i.cs,56,12,"M:System.Uri.#ctor(System.String,System.UriKind)",,,,,"this.StartupUri = new System.Uri(""MainWindow.xaml"", System.UriKind.Relative);"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,PluginsUI\PluginsUI.csproj,File,PluginsUI\obj\Release\net8.0-windows\App.g.i.cs,56,12,T:System.Uri,,,,,"this.StartupUri = new System.Uri(""MainWindow.xaml"", System.UriKind.Relative);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PluginsUI\PluginsUI.csproj,File,PluginsUI\obj\Release\net8.0-windows\App.g.i.cs,56,12,P:System.Windows.Application.StartupUri,,,,,"this.StartupUri = new System.Uri(""MainWindow.xaml"", System.UriKind.Relative);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PluginsUI\PluginsUI.csproj,File,PluginsUI\App.xaml.cs,8,27,M:System.Windows.Application.#ctor,,,,,Application
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PluginsUI\PluginsUI.csproj,File,PluginsUI\App.xaml.cs,8,27,T:System.Windows.Application,,,,,Application
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PluginsUI\PluginsUI.csproj,File,PluginsUI\obj\Release\net8.0-windows\MainWindow.g.i.cs,658,12,T:System.Windows.Controls.TextBox,,,,,this.DescriptionText = ((System.Windows.Controls.TextBox)(target));
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PluginsUI\PluginsUI.csproj,File,PluginsUI\obj\Release\net8.0-windows\MainWindow.g.i.cs,655,12,T:System.Windows.Controls.TextBox,,,,,this.NodeDistPath = ((System.Windows.Controls.TextBox)(target));
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PluginsUI\PluginsUI.csproj,File,PluginsUI\obj\Release\net8.0-windows\MainWindow.g.i.cs,649,12,T:System.Windows.Controls.Button,,,,,this.DetectNodeDistButton.Click += new System.Windows.RoutedEventHandler(this.DetectNodeDist_Click);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PluginsUI\PluginsUI.csproj,File,PluginsUI\obj\Release\net8.0-windows\MainWindow.g.i.cs,649,12,T:System.Windows.RoutedEventHandler,,,,,this.DetectNodeDistButton.Click += new System.Windows.RoutedEventHandler(this.DetectNodeDist_Click);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PluginsUI\PluginsUI.csproj,File,PluginsUI\obj\Release\net8.0-windows\MainWindow.g.i.cs,649,12,T:System.Windows.RoutedEventHandler,,,,,this.DetectNodeDistButton.Click += new System.Windows.RoutedEventHandler(this.DetectNodeDist_Click);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PluginsUI\PluginsUI.csproj,File,PluginsUI\obj\Release\net8.0-windows\MainWindow.g.i.cs,649,12,E:System.Windows.Controls.Primitives.ButtonBase.Click,,,,,this.DetectNodeDistButton.Click += new System.Windows.RoutedEventHandler(this.DetectNodeDist_Click);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PluginsUI\PluginsUI.csproj,File,PluginsUI\obj\Release\net8.0-windows\MainWindow.g.i.cs,646,12,T:System.Windows.Controls.Button,,,,,this.DetectNodeDistButton = ((System.Windows.Controls.Button)(target));
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PluginsUI\PluginsUI.csproj,File,PluginsUI\obj\Release\net8.0-windows\MainWindow.g.i.cs,640,12,T:System.Windows.RoutedEventHandler,,,,,((System.Windows.Controls.Button)(target)).Click += new System.Windows.RoutedEventHandler(this.BrowseNodeDist_Click);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PluginsUI\PluginsUI.csproj,File,PluginsUI\obj\Release\net8.0-windows\MainWindow.g.i.cs,640,12,T:System.Windows.RoutedEventHandler,,,,,((System.Windows.Controls.Button)(target)).Click += new System.Windows.RoutedEventHandler(this.BrowseNodeDist_Click);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PluginsUI\PluginsUI.csproj,File,PluginsUI\obj\Release\net8.0-windows\MainWindow.g.i.cs,640,12,E:System.Windows.Controls.Primitives.ButtonBase.Click,,,,,((System.Windows.Controls.Button)(target)).Click += new System.Windows.RoutedEventHandler(this.BrowseNodeDist_Click);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PluginsUI\PluginsUI.csproj,File,PluginsUI\obj\Release\net8.0-windows\MainWindow.g.i.cs,635,12,T:System.Windows.Controls.TextBox,,,,,this.ArtifactsDirectory = ((System.Windows.Controls.TextBox)(target));
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PluginsUI\PluginsUI.csproj,File,PluginsUI\obj\Release\net8.0-windows\MainWindow.g.i.cs,629,12,T:System.Windows.RoutedEventHandler,,,,,((System.Windows.Controls.Button)(target)).Click += new System.Windows.RoutedEventHandler(this.BrowseArtifacts_Click);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PluginsUI\PluginsUI.csproj,File,PluginsUI\obj\Release\net8.0-windows\MainWindow.g.i.cs,629,12,T:System.Windows.RoutedEventHandler,,,,,((System.Windows.Controls.Button)(target)).Click += new System.Windows.RoutedEventHandler(this.BrowseArtifacts_Click);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PluginsUI\PluginsUI.csproj,File,PluginsUI\obj\Release\net8.0-windows\MainWindow.g.i.cs,629,12,E:System.Windows.Controls.Primitives.ButtonBase.Click,,,,,((System.Windows.Controls.Button)(target)).Click += new System.Windows.RoutedEventHandler(this.BrowseArtifacts_Click);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PluginsUI\PluginsUI.csproj,File,PluginsUI\obj\Release\net8.0-windows\MainWindow.g.i.cs,624,12,T:System.Windows.Controls.TextBox,,,,,this.TimeslotRepeatAttempts = ((System.Windows.Controls.TextBox)(target));
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PluginsUI\PluginsUI.csproj,File,PluginsUI\obj\Release\net8.0-windows\MainWindow.g.i.cs,621,12,T:System.Windows.Controls.TextBox,,,,,this.TimeslotRepeatDelay = ((System.Windows.Controls.TextBox)(target));
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PluginsUI\PluginsUI.csproj,File,PluginsUI\obj\Release\net8.0-windows\MainWindow.g.i.cs,615,12,T:System.Windows.Controls.RadioButton,,,,,this.RepeatWithParameters.Checked += new System.Windows.RoutedEventHandler(this.TimeslotRepeat_Checked);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PluginsUI\PluginsUI.csproj,File,PluginsUI\obj\Release\net8.0-windows\MainWindow.g.i.cs,615,12,T:System.Windows.RoutedEventHandler,,,,,this.RepeatWithParameters.Checked += new System.Windows.RoutedEventHandler(this.TimeslotRepeat_Checked);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PluginsUI\PluginsUI.csproj,File,PluginsUI\obj\Release\net8.0-windows\MainWindow.g.i.cs,615,12,T:System.Windows.RoutedEventHandler,,,,,this.RepeatWithParameters.Checked += new System.Windows.RoutedEventHandler(this.TimeslotRepeat_Checked);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PluginsUI\PluginsUI.csproj,File,PluginsUI\obj\Release\net8.0-windows\MainWindow.g.i.cs,615,12,E:System.Windows.Controls.Primitives.ToggleButton.Checked,,,,,this.RepeatWithParameters.Checked += new System.Windows.RoutedEventHandler(this.TimeslotRepeat_Checked);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PluginsUI\PluginsUI.csproj,File,PluginsUI\obj\Release\net8.0-windows\MainWindow.g.i.cs,612,12,T:System.Windows.Controls.RadioButton,,,,,this.RepeatWithParameters = ((System.Windows.Controls.RadioButton)(target));
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PluginsUI\PluginsUI.csproj,File,PluginsUI\obj\Release\net8.0-windows\MainWindow.g.i.cs,606,12,T:System.Windows.Controls.RadioButton,,,,,this.DoNotRepeat.Checked += new System.Windows.RoutedEventHandler(this.TimeslotRepeat_Checked);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PluginsUI\PluginsUI.csproj,File,PluginsUI\obj\Release\net8.0-windows\MainWindow.g.i.cs,606,12,T:System.Windows.RoutedEventHandler,,,,,this.DoNotRepeat.Checked += new System.Windows.RoutedEventHandler(this.TimeslotRepeat_Checked);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PluginsUI\PluginsUI.csproj,File,PluginsUI\obj\Release\net8.0-windows\MainWindow.g.i.cs,606,12,T:System.Windows.RoutedEventHandler,,,,,this.DoNotRepeat.Checked += new System.Windows.RoutedEventHandler(this.TimeslotRepeat_Checked);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PluginsUI\PluginsUI.csproj,File,PluginsUI\obj\Release\net8.0-windows\MainWindow.g.i.cs,606,12,E:System.Windows.Controls.Primitives.ToggleButton.Checked,,,,,this.DoNotRepeat.Checked += new System.Windows.RoutedEventHandler(this.TimeslotRepeat_Checked);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PluginsUI\PluginsUI.csproj,File,PluginsUI\obj\Release\net8.0-windows\MainWindow.g.i.cs,603,12,T:System.Windows.Controls.RadioButton,,,,,this.DoNotRepeat = ((System.Windows.Controls.RadioButton)(target));
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PluginsUI\PluginsUI.csproj,File,PluginsUI\obj\Release\net8.0-windows\MainWindow.g.i.cs,600,12,T:System.Windows.Controls.StackPanel,,,,,this.TimeslotCreationFailure = ((System.Windows.Controls.StackPanel)(target));
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PluginsUI\PluginsUI.csproj,File,PluginsUI\obj\Release\net8.0-windows\MainWindow.g.i.cs,597,12,T:System.Windows.Controls.CheckBox,,,,,this.UseSLAStatus = ((System.Windows.Controls.CheckBox)(target));
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PluginsUI\PluginsUI.csproj,File,PluginsUI\obj\Release\net8.0-windows\MainWindow.g.i.cs,594,12,T:System.Windows.Controls.CheckBox,,,,,this.UseVUDs = ((System.Windows.Controls.CheckBox)(target));
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PluginsUI\PluginsUI.csproj,File,PluginsUI\obj\Release\net8.0-windows\MainWindow.g.i.cs,591,12,T:System.Windows.Controls.TextBox,,,,,this.TimeslotDurationMinutes = ((System.Windows.Controls.TextBox)(target));
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PluginsUI\PluginsUI.csproj,File,PluginsUI\obj\Release\net8.0-windows\MainWindow.g.i.cs,588,12,T:System.Windows.Controls.TextBox,,,,,this.TrendReportID = ((System.Windows.Controls.TextBox)(target));
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PluginsUI\PluginsUI.csproj,File,PluginsUI\obj\Release\net8.0-windows\MainWindow.g.i.cs,582,12,T:System.Windows.Controls.RadioButton,,,,,this.UseTrendReportID.Checked += new System.Windows.RoutedEventHandler(this.Trending_Checked);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PluginsUI\PluginsUI.csproj,File,PluginsUI\obj\Release\net8.0-windows\MainWindow.g.i.cs,582,12,T:System.Windows.RoutedEventHandler,,,,,this.UseTrendReportID.Checked += new System.Windows.RoutedEventHandler(this.Trending_Checked);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PluginsUI\PluginsUI.csproj,File,PluginsUI\obj\Release\net8.0-windows\MainWindow.g.i.cs,582,12,T:System.Windows.RoutedEventHandler,,,,,this.UseTrendReportID.Checked += new System.Windows.RoutedEventHandler(this.Trending_Checked);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PluginsUI\PluginsUI.csproj,File,PluginsUI\obj\Release\net8.0-windows\MainWindow.g.i.cs,582,12,E:System.Windows.Controls.Primitives.ToggleButton.Checked,,,,,this.UseTrendReportID.Checked += new System.Windows.RoutedEventHandler(this.Trending_Checked);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PluginsUI\PluginsUI.csproj,File,PluginsUI\obj\Release\net8.0-windows\MainWindow.g.i.cs,579,12,T:System.Windows.Controls.RadioButton,,,,,this.UseTrendReportID = ((System.Windows.Controls.RadioButton)(target));
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PluginsUI\PluginsUI.csproj,File,PluginsUI\obj\Release\net8.0-windows\MainWindow.g.i.cs,573,12,T:System.Windows.Controls.RadioButton,,,,,this.AssociatedTrend.Checked += new System.Windows.RoutedEventHandler(this.Trending_Checked);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PluginsUI\PluginsUI.csproj,File,PluginsUI\obj\Release\net8.0-windows\MainWindow.g.i.cs,573,12,T:System.Windows.RoutedEventHandler,,,,,this.AssociatedTrend.Checked += new System.Windows.RoutedEventHandler(this.Trending_Checked);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PluginsUI\PluginsUI.csproj,File,PluginsUI\obj\Release\net8.0-windows\MainWindow.g.i.cs,573,12,T:System.Windows.RoutedEventHandler,,,,,this.AssociatedTrend.Checked += new System.Windows.RoutedEventHandler(this.Trending_Checked);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PluginsUI\PluginsUI.csproj,File,PluginsUI\obj\Release\net8.0-windows\MainWindow.g.i.cs,573,12,E:System.Windows.Controls.Primitives.ToggleButton.Checked,,,,,this.AssociatedTrend.Checked += new System.Windows.RoutedEventHandler(this.Trending_Checked);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PluginsUI\PluginsUI.csproj,File,PluginsUI\obj\Release\net8.0-windows\MainWindow.g.i.cs,570,12,T:System.Windows.Controls.RadioButton,,,,,this.AssociatedTrend = ((System.Windows.Controls.RadioButton)(target));
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PluginsUI\PluginsUI.csproj,File,PluginsUI\obj\Release\net8.0-windows\MainWindow.g.i.cs,564,12,T:System.Windows.Controls.RadioButton,,,,,this.DoNotTrend.Checked += new System.Windows.RoutedEventHandler(this.Trending_Checked);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PluginsUI\PluginsUI.csproj,File,PluginsUI\obj\Release\net8.0-windows\MainWindow.g.i.cs,564,12,T:System.Windows.RoutedEventHandler,,,,,this.DoNotTrend.Checked += new System.Windows.RoutedEventHandler(this.Trending_Checked);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PluginsUI\PluginsUI.csproj,File,PluginsUI\obj\Release\net8.0-windows\MainWindow.g.i.cs,564,12,T:System.Windows.RoutedEventHandler,,,,,this.DoNotTrend.Checked += new System.Windows.RoutedEventHandler(this.Trending_Checked);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PluginsUI\PluginsUI.csproj,File,PluginsUI\obj\Release\net8.0-windows\MainWindow.g.i.cs,564,12,E:System.Windows.Controls.Primitives.ToggleButton.Checked,,,,,this.DoNotTrend.Checked += new System.Windows.RoutedEventHandler(this.Trending_Checked);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PluginsUI\PluginsUI.csproj,File,PluginsUI\obj\Release\net8.0-windows\MainWindow.g.i.cs,561,12,T:System.Windows.Controls.RadioButton,,,,,this.DoNotTrend = ((System.Windows.Controls.RadioButton)(target));
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PluginsUI\PluginsUI.csproj,File,PluginsUI\obj\Release\net8.0-windows\MainWindow.g.i.cs,558,12,T:System.Windows.Controls.StackPanel,,,,,this.TrendingGroup = ((System.Windows.Controls.StackPanel)(target));
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PluginsUI\PluginsUI.csproj,File,PluginsUI\obj\Release\net8.0-windows\MainWindow.g.i.cs,552,12,T:System.Windows.Controls.ComboBox,,,,,this.PostRunAction.SelectionChanged += new System.Windows.Controls.SelectionChangedEventHandler(this.PostRunAction_SelectionChanged);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PluginsUI\PluginsUI.csproj,File,PluginsUI\obj\Release\net8.0-windows\MainWindow.g.i.cs,552,12,T:System.Windows.Controls.SelectionChangedEventHandler,,,,,this.PostRunAction.SelectionChanged += new System.Windows.Controls.SelectionChangedEventHandler(this.PostRunAction_SelectionChanged);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PluginsUI\PluginsUI.csproj,File,PluginsUI\obj\Release\net8.0-windows\MainWindow.g.i.cs,552,12,T:System.Windows.Controls.SelectionChangedEventHandler,,,,,this.PostRunAction.SelectionChanged += new System.Windows.Controls.SelectionChangedEventHandler(this.PostRunAction_SelectionChanged);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PluginsUI\PluginsUI.csproj,File,PluginsUI\obj\Release\net8.0-windows\MainWindow.g.i.cs,552,12,E:System.Windows.Controls.Primitives.Selector.SelectionChanged,,,,,this.PostRunAction.SelectionChanged += new System.Windows.Controls.SelectionChangedEventHandler(this.PostRunAction_SelectionChanged);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PluginsUI\PluginsUI.csproj,File,PluginsUI\obj\Release\net8.0-windows\MainWindow.g.i.cs,549,12,T:System.Windows.Controls.ComboBox,,,,,this.PostRunAction = ((System.Windows.Controls.ComboBox)(target));
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PluginsUI\PluginsUI.csproj,File,PluginsUI\obj\Release\net8.0-windows\MainWindow.g.i.cs,546,12,T:System.Windows.Controls.PasswordBox,,,,,this.ProxyPassword = ((System.Windows.Controls.PasswordBox)(target));
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PluginsUI\PluginsUI.csproj,File,PluginsUI\obj\Release\net8.0-windows\MainWindow.g.i.cs,543,12,T:System.Windows.Controls.TextBox,,,,,this.ProxyUserName = ((System.Windows.Controls.TextBox)(target));
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PluginsUI\PluginsUI.csproj,File,PluginsUI\obj\Release\net8.0-windows\MainWindow.g.i.cs,540,12,T:System.Windows.Controls.TextBox,,,,,this.ProxyURL = ((System.Windows.Controls.TextBox)(target));
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PluginsUI\PluginsUI.csproj,File,PluginsUI\obj\Release\net8.0-windows\MainWindow.g.i.cs,537,12,T:System.Windows.Controls.TextBox,,,,,this.TestInstanceID = ((System.Windows.Controls.TextBox)(target));
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PluginsUI\PluginsUI.csproj,File,PluginsUI\obj\Release\net8.0-windows\MainWindow.g.i.cs,531,12,T:System.Windows.Controls.RadioButton,,,,,this.SpecifyTestInstance.Checked += new System.Windows.RoutedEventHandler(this.TestInstance_Checked);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PluginsUI\PluginsUI.csproj,File,PluginsUI\obj\Release\net8.0-windows\MainWindow.g.i.cs,531,12,T:System.Windows.RoutedEventHandler,,,,,this.SpecifyTestInstance.Checked += new System.Windows.RoutedEventHandler(this.TestInstance_Checked);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PluginsUI\PluginsUI.csproj,File,PluginsUI\obj\Release\net8.0-windows\MainWindow.g.i.cs,531,12,T:System.Windows.RoutedEventHandler,,,,,this.SpecifyTestInstance.Checked += new System.Windows.RoutedEventHandler(this.TestInstance_Checked);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PluginsUI\PluginsUI.csproj,File,PluginsUI\obj\Release\net8.0-windows\MainWindow.g.i.cs,531,12,E:System.Windows.Controls.Primitives.ToggleButton.Checked,,,,,this.SpecifyTestInstance.Checked += new System.Windows.RoutedEventHandler(this.TestInstance_Checked);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PluginsUI\PluginsUI.csproj,File,PluginsUI\obj\Release\net8.0-windows\MainWindow.g.i.cs,528,12,T:System.Windows.Controls.RadioButton,,,,,this.SpecifyTestInstance = ((System.Windows.Controls.RadioButton)(target));
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PluginsUI\PluginsUI.csproj,File,PluginsUI\obj\Release\net8.0-windows\MainWindow.g.i.cs,522,12,T:System.Windows.Controls.RadioButton,,,,,this.AutoTestInstance.Checked += new System.Windows.RoutedEventHandler(this.TestInstance_Checked);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PluginsUI\PluginsUI.csproj,File,PluginsUI\obj\Release\net8.0-windows\MainWindow.g.i.cs,522,12,T:System.Windows.RoutedEventHandler,,,,,this.AutoTestInstance.Checked += new System.Windows.RoutedEventHandler(this.TestInstance_Checked);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PluginsUI\PluginsUI.csproj,File,PluginsUI\obj\Release\net8.0-windows\MainWindow.g.i.cs,522,12,T:System.Windows.RoutedEventHandler,,,,,this.AutoTestInstance.Checked += new System.Windows.RoutedEventHandler(this.TestInstance_Checked);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PluginsUI\PluginsUI.csproj,File,PluginsUI\obj\Release\net8.0-windows\MainWindow.g.i.cs,522,12,E:System.Windows.Controls.Primitives.ToggleButton.Checked,,,,,this.AutoTestInstance.Checked += new System.Windows.RoutedEventHandler(this.TestInstance_Checked);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PluginsUI\PluginsUI.csproj,File,PluginsUI\obj\Release\net8.0-windows\MainWindow.g.i.cs,519,12,T:System.Windows.Controls.RadioButton,,,,,this.AutoTestInstance = ((System.Windows.Controls.RadioButton)(target));
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PluginsUI\PluginsUI.csproj,File,PluginsUI\obj\Release\net8.0-windows\MainWindow.g.i.cs,516,12,T:System.Windows.Controls.TextBox,,,,,this.TestID = ((System.Windows.Controls.TextBox)(target));
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PluginsUI\PluginsUI.csproj,File,PluginsUI\obj\Release\net8.0-windows\MainWindow.g.i.cs,513,12,T:System.Windows.Controls.TextBox,,,,,this.Project = ((System.Windows.Controls.TextBox)(target));
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PluginsUI\PluginsUI.csproj,File,PluginsUI\obj\Release\net8.0-windows\MainWindow.g.i.cs,510,12,T:System.Windows.Controls.TextBox,,,,,this.Domain = ((System.Windows.Controls.TextBox)(target));
